post_id,likes,comments,shares,followers,engagement_rate,growth rate,engagement,Clause 1,Clause 2,Combined,Label
IG0002560,100107,7467,4813,1308009,8.59,0.059938426,112387,,,,unlabeled
IG0002561,122717,8017,3494,1681088,7.98,0.050740949,134228,,,,unlabeled
IG0002562,152888,2885,1733,1658671,9.5,0.011696111,157506,,,,unlabeled
IG0002563,176612,8117,2748,1766598,10.61,0.055360642,187477,,,,unlabeled
IG0002564,156657,3682,2044,931062,17.44,0.03146944,162383,,,,unlabeled
IG0002565,24219,6845,177,1223846,2.55,0.008416092,31241,,,,unlabeled
IG0002566,31839,628,3958,1227324,2.97,0.012955014,36425,,,,unlabeled
IG0002567,199408,4382,2092,372925,55.21,0.104578669,205882,,,,unlabeled
IG0002568,104997,878,2293,1492086,7.25,0.045037618,108168,,,,unlabeled
IG0002569,51141,3059,4370,1509639,3.88,0.014506779,58570,,,,unlabeled
IG0002570,138377,2777,2609,1230396,11.68,0.061931281,143763,,,,unlabeled
IG0002571,29922,1151,4185,1884359,1.87,0.05216628,35258,,,,unlabeled
IG0002572,77642,5534,4317,355151,24.64,0.230606137,87493,,,,unlabeled
IG0002573,42041,3310,1791,602388,7.83,0.083999017,47142,,,,unlabeled
IG0002574,180685,9320,1275,1229301,15.56,0.060522199,191280,,,,unlabeled
IG0002575,81194,2274,3317,1946133,4.46,0.019628669,86785,,,,unlabeled
IG0002576,84219,8241,4911,1905064,5.11,0.048134866,97371,,,,unlabeled
IG0002577,8435,1160,4652,454476,3.13,0.01034158,14247,,,,unlabeled
IG0002578,102568,9099,3653,725413,15.9,0.077748813,115320,,,,unlabeled
IG0002579,29855,9322,1711,1118849,3.65,0.086964371,40888,,,,unlabeled
IG0002580,19789,3636,1237,1793912,1.37,0.007915661,24662,,,,unlabeled
IG0002581,54351,7990,3561,1423898,4.63,0.045789797,65902,,,,unlabeled
IG0002582,148335,6713,1202,142483,109.66,0.112995936,156250,,,,unlabeled
IG0002583,97228,4272,3276,1836518,5.71,0.037026591,104776,,,,unlabeled
IG0002584,62964,6303,43,1468277,4.72,0.055098595,69310,,,,unlabeled
IG0002585,175520,2201,1342,1885880,9.49,0.010976308,179063,,,,unlabeled
IG0002586,113359,5901,1591,1662366,7.27,0.034529099,120851,,,,unlabeled
IG0002587,171086,3758,4501,1655545,10.83,0.050919788,179345,,,,unlabeled
IG0002588,190796,6711,1258,1336745,14.87,0.014064014,198765,,,,unlabeled
IG0002589,159979,74,4838,912305,18.07,0.091855246,164891,,,,unlabeled
IG0002590,37456,1188,2349,1886919,2.17,0.034606679,40993,,,,unlabeled
IG0002591,43572,8490,2419,908396,6,0.013100014,54481,,,,unlabeled
IG0002592,28151,1541,3584,359100,9.27,0.214703425,33276,,,,unlabeled
IG0002593,3069,5110,2643,1395435,0.78,0.018775507,10822,,,,unlabeled
IG0002594,144395,2303,829,1068978,13.8,0.086718342,147527,,,,unlabeled
IG0002595,157422,6619,4320,1826127,9.22,0.005202267,168361,,,,unlabeled
IG0002596,119485,1855,2541,729920,16.97,0.124397194,123881,,,,unlabeled
IG0002597,69631,7598,3484,350427,23.03,0.127558664,80713,,,,unlabeled
IG0002598,56320,3976,2798,526113,11.99,0.040485599,63094,,,,unlabeled
IG0002599,93359,706,1749,320897,29.86,0.020878974,95814,,,,unlabeled
IG0002600,145373,6932,3550,1320927,11.8,0.016806379,155855,,,,unlabeled
IG0002601,179634,201,4554,546149,33.76,0.016295919,184389,,,,unlabeled
IG0002602,59067,8781,2775,766018,9.22,0.116054714,70623,,,,unlabeled
IG0002603,137236,1157,3006,52363,270.04,1.686305216,141399,,,,unlabeled
IG0002604,79640,16,3293,860390,9.64,0.072292797,82949,,,,unlabeled
IG0002605,91852,5096,2056,812483,12.19,0.069539917,99004,,,,unlabeled
IG0002606,154280,8263,2340,1709478,9.65,0.012810928,164883,,,,unlabeled
IG0002607,71008,8541,3977,1279254,6.53,0.048465746,83526,,,,unlabeled
IG0002608,61217,9936,2051,1915595,3.82,0.041710278,73204,,,,unlabeled
IG0002609,72589,347,4090,34158,225.5,2.722641841,77026,,,,unlabeled
IG0002610,125173,658,2579,246455,52.1,0.348948084,128410,,,,unlabeled
IG0002611,68002,795,1796,1229990,5.74,0.019268449,70593,,,,unlabeled
IG0002612,12099,3144,1817,245347,6.95,0.404732889,17060,,,,unlabeled
IG0002613,134541,5126,1380,730096,19.32,0.116970919,141047,,,,unlabeled
IG0002614,149557,5073,4179,727454,21.83,0.029142736,158809,,,,unlabeled
IG0002615,197028,4372,2265,634686,32.09,0.103200638,203665,,,,unlabeled
IG0002616,119401,1618,3059,571163,21.72,0.162300429,124078,,,,unlabeled
IG0002617,48125,106,982,604197,8.15,0.128269422,49213,,,,unlabeled
IG0002618,123907,160,4328,1862401,6.89,0.024591911,128395,,,,unlabeled
IG0002619,181941,2732,4392,1323093,14.29,0.010656847,189065,,,,unlabeled
IG0002620,153487,4589,1236,863147,18.46,0.078202207,159312,,,,unlabeled
IG0002621,55839,6244,4630,1801305,3.7,0.026036679,66713,,,,unlabeled
IG0002622,43297,9206,4180,944364,6,0.093819756,56683,,,,unlabeled
IG0002623,150688,7826,1313,1479884,10.8,0.012298261,159827,,,,unlabeled
IG0002624,170667,1646,2376,508053,34.38,0.049404294,174689,,,,unlabeled
IG0002625,171087,2113,2898,1525211,11.55,0.023078774,176098,,,,unlabeled
IG0002626,151511,3350,642,1233849,12.6,0.074725513,155503,,,,unlabeled
IG0002627,71908,7330,2956,319940,25.69,0.207851472,82194,,,,unlabeled
IG0002628,131082,1089,1334,1575898,8.47,0.047528457,133505,,,,unlabeled
IG0002629,143673,7263,118,1973361,7.65,0.044898019,151054,,,,unlabeled
IG0002630,136887,2179,1167,288386,48.63,0.144251108,140233,,,,unlabeled
IG0002631,127084,4290,3022,39357,341.48,0.729222248,134396,,,,unlabeled
IG0002632,179401,7826,3850,1513158,12.63,0.000793043,191077,,,,unlabeled
IG0002633,187604,8004,364,761141,25.75,0.117455242,195972,,,,unlabeled
IG0002634,134140,5103,1608,1015863,13.87,0.021164271,140851,,,,unlabeled
IG0002635,121831,1275,1124,1782993,6.97,0.049691726,124230,,,,unlabeled
IG0002636,26313,3492,1796,600450,5.26,0.133566492,31601,,,,unlabeled
IG0002637,130092,4984,3205,1472060,9.39,0.017322663,138281,,,,unlabeled
IG0002638,1610,3943,2883,436249,1.93,0.008481395,8436,,,,unlabeled
IG0002639,88461,6715,1913,1710518,5.68,0.043963291,97089,,,,unlabeled
IG0002640,95811,1169,653,1532188,6.37,0.052147648,97633,,,,unlabeled
IG0002641,194097,4415,4337,1609508,12.6,0.016216136,202849,,,,unlabeled
IG0002642,198283,2395,914,1699691,11.86,0.049891421,201592,,,,unlabeled
IG0002643,57159,5649,1535,1080263,5.96,0.069149827,64343,,,,unlabeled
IG0002644,27212,1935,2613,1484920,2.14,0.041955122,31760,,,,unlabeled
IG0002645,13363,258,3540,1349297,1.27,0.070777598,17161,,,,unlabeled
IG0002646,52469,4678,3712,1980572,3.07,0.046905641,60859,,,,unlabeled
IG0002647,138322,1331,2113,506949,27.96,0.059769326,141766,,,,unlabeled
IG0002648,131739,7697,3585,1167122,12.25,0.010367382,143021,,,,unlabeled
IG0002649,177914,540,14,3980,4484.12,18.2160804,178468,,,,unlabeled
IG0002650,141976,5735,974,1269411,11.71,0.022293804,148685,,,,unlabeled
IG0002651,65167,8908,4507,554613,14.17,0.097545496,78582,,,,unlabeled
IG0002652,172299,2189,4516,1896422,9.44,0.021356006,179004,,,,unlabeled
IG0002653,176356,1108,1112,563521,31.69,0.020407403,178576,,,,unlabeled
IG0002654,65213,3448,337,1593740,4.33,0.041537516,68998,,,,unlabeled
IG0002655,34109,5886,1953,525942,7.98,0.165607615,41948,,,,unlabeled
IG0002656,79064,4368,4003,559695,15.62,0.139361617,87435,,,,unlabeled
IG0002657,15749,6833,1565,78331,30.83,1.21152545,24147,,,,unlabeled
IG0002658,164127,7209,536,1227543,14,0.025253698,171872,,,,unlabeled
IG0002659,169525,6243,3513,235140,76.24,0.391681551,179281,,,,unlabeled
IG0002660,68399,1344,2159,796886,9.02,0.046305243,71902,,,,unlabeled
IG0002661,103215,9317,3489,225275,51.5,0.366662967,116021,,,,unlabeled
IG0002662,54391,5666,528,88843,68.19,0.279144108,60585,,,,unlabeled
IG0002663,127613,536,4847,1772253,7.5,0.051290645,132996,,,,unlabeled
IG0002664,134288,1955,2316,1043574,13.28,0.009199156,138559,,,,unlabeled
IG0002665,107312,9690,3628,146066,82.59,0.640806211,120630,,,,unlabeled
IG0002666,117781,9504,166,734870,17.34,0.067086696,127451,,,,unlabeled
IG0002667,71490,55,55,885921,8.08,0.095268088,71600,,,,unlabeled
IG0002668,179476,1255,1452,651386,27.97,0.004605564,182183,,,,unlabeled
IG0002669,15775,5686,289,1089705,2,0.073781436,21750,,,,unlabeled
IG0002670,87169,6909,3226,836692,11.63,0.059759147,97304,,,,unlabeled
IG0002671,195126,723,466,1915030,10.25,0.048563208,196315,,,,unlabeled
IG0002672,109369,8162,2665,1591125,7.55,0.040474507,120196,,,,unlabeled
IG0002673,167949,3630,1410,688995,25.11,0.115966008,172989,,,,unlabeled
IG0002674,145193,4888,2285,456791,33.36,0.169661837,152366,,,,unlabeled
IG0002675,47427,9262,4236,1927592,3.16,0.00461716,60925,,,,unlabeled
IG0002676,44378,4280,4228,776225,6.81,0.089407066,52886,,,,unlabeled
IG0002677,56924,6249,777,346337,18.46,0.263327337,63950,,,,unlabeled
IG0002678,36849,7276,4732,194781,25.08,0.022076075,48857,,,,unlabeled
IG0002679,95537,94,1640,1951505,4.98,0.020548244,97271,,,,unlabeled
IG0002680,194779,2284,4565,805044,25.05,0.060617805,201628,,,,unlabeled
IG0002681,85915,4442,4561,1361238,6.97,0.065528585,94918,,,,unlabeled
IG0002682,58869,2053,4344,1583307,4.12,0.004989557,65266,,,,unlabeled
IG0002683,126109,1709,937,1338710,9.62,0.02136385,128755,,,,unlabeled
IG0002684,79727,971,881,1351535,6.04,0.023232843,81579,,,,unlabeled
IG0002685,104376,3218,3971,903405,12.35,0.043391391,111565,,,,unlabeled
IG0002686,31554,2981,2782,492867,7.57,0.122751168,37317,,,,unlabeled
IG0002687,50325,221,1654,161196,32.38,0.495669868,52200,,,,unlabeled
IG0002688,156581,4429,3706,1113664,14.79,0.036456238,164716,,,,unlabeled
IG0002689,84236,9161,4381,1789003,5.47,0.014756823,97778,,,,unlabeled
IG0002690,93154,3436,2482,1280866,7.73,0.048248607,99072,,,,unlabeled
IG0002691,58615,8800,2897,181914,38.65,0.404037072,70312,,,,unlabeled
IG0002692,140595,4301,3162,501239,29.54,0.028928316,148058,,,,unlabeled
IG0002693,168525,1324,4576,1868054,9.34,0.044003011,174425,,,,unlabeled
IG0002694,194061,6110,1784,95863,210.67,0.084495582,201955,,,,unlabeled
IG0002695,32060,9279,2653,33407,131.68,0.484928308,43992,,,,unlabeled
IG0002696,42459,7762,4124,1212003,4.48,0.06757409,54345,,,,unlabeled
IG0002697,63156,585,4460,1878852,3.63,0.023684676,68201,,,,unlabeled
IG0002698,105996,7982,689,865711,13.25,0.054175123,114667,,,,unlabeled
IG0002699,176991,8895,3176,401326,47.11,0.12060021,189062,,,,unlabeled
IG0002700,11566,4950,3716,947117,2.14,0.009608105,20232,,,,unlabeled
IG0002701,104386,3859,1787,1138237,9.67,0.001932814,110032,,,,unlabeled
IG0002702,29774,2762,2189,1359320,2.55,0.042668393,34725,,,,unlabeled
IG0002703,2842,9622,2403,783114,1.9,0.100240833,14867,,,,unlabeled
IG0002704,98616,6721,3268,428587,25.34,0.093329942,108605,,,,unlabeled
IG0002705,111048,2234,4329,847266,13.88,0.02065467,117611,,,,unlabeled
IG0002706,90776,1190,3526,1679661,5.69,0.041556004,95492,,,,unlabeled
IG0002707,153704,2613,30,8892,1758.29,10.51506973,156347,,,,unlabeled
IG0002708,175675,8878,3235,1801268,10.43,0.043524895,187788,,,,unlabeled
IG0002709,18677,9713,4190,985124,3.31,0.057759226,32580,,,,unlabeled
IG0002710,172476,4649,2231,1729225,10.37,0.02029811,179356,,,,unlabeled
IG0002711,71241,1534,666,1790563,4.1,0.01256588,73441,,,,unlabeled
IG0002712,10853,5889,567,1139958,1.52,0.005087907,17309,,,,unlabeled
IG0002713,84368,1014,1497,1852072,4.69,0.049080165,86879,,,,unlabeled
IG0002714,54898,3487,4612,1682189,3.74,0.01890394,62997,,,,unlabeled
IG0002715,15599,4795,805,1225698,1.73,0.026189159,21199,,,,unlabeled
IG0002716,12073,6594,1978,401272,5.14,0.190145338,20645,,,,unlabeled
IG0002717,72905,953,2513,101773,75.04,0.590529905,76371,,,,unlabeled
IG0002718,98753,7,2384,874368,11.57,0.07422504,101144,,,,unlabeled
IG0002719,182411,98,1595,770445,23.9,0.046856038,184104,,,,unlabeled
IG0002720,56215,513,828,1720424,3.35,0.018890692,57556,,,,unlabeled
IG0002721,115583,2172,2779,1049264,11.49,0.073384773,120534,,,,unlabeled
IG0002722,110923,5371,144,61983,187.85,1.334236807,116438,,,,unlabeled
IG0002723,158457,8833,1924,1691599,10,0.006029798,169214,,,,unlabeled
IG0002724,185327,1845,2654,270463,70.19,0.294679864,189826,,,,unlabeled
IG0002725,40865,5722,1958,1088806,4.46,0.068882795,48545,,,,unlabeled
IG0002726,109053,2116,1744,1653340,6.83,0.001088705,112913,,,,unlabeled
IG0002727,183957,8769,4978,450641,43.87,0.17086772,197704,,,,unlabeled
IG0002728,124197,7875,4303,467219,29.19,0.121356366,136375,,,,unlabeled
IG0002729,32200,6677,3298,577219,7.31,0.04105894,42175,,,,unlabeled
IG0002730,196550,1340,3170,1304456,15.41,0.034573799,201060,,,,unlabeled
IG0002731,31400,8657,2482,395253,10.76,0.082225815,42539,,,,unlabeled
IG0002732,3330,4358,623,1656361,0.5,0.055301954,8311,,,,unlabeled
IG0002733,187165,5793,2138,1178555,16.55,0.01272745,195096,,,,unlabeled
IG0002734,189482,7102,780,689736,28.61,0.106272545,197364,,,,unlabeled
IG0002735,111670,712,2761,1202366,9.58,0.000831694,115143,,,,unlabeled
IG0002736,126920,3676,633,1420086,9.24,0.020421298,131229,,,,unlabeled
IG0002737,185936,4063,2392,328964,58.48,0.149256454,192391,,,,unlabeled
IG0002738,194623,7328,1270,1524005,13.33,0.040879131,203221,,,,unlabeled
IG0002739,144158,1476,3442,1899597,7.85,0.008580767,149076,,,,unlabeled
IG0002740,14605,3747,2340,1033760,2,0.016928494,20692,,,,unlabeled
IG0002741,148624,5492,1573,1222636,12.73,0.072302795,155689,,,,unlabeled
IG0002742,58521,634,3229,887180,7.03,0.090511508,62384,,,,unlabeled
IG0002743,77720,3739,220,373854,21.85,0.261599448,81679,,,,unlabeled
IG0002744,163496,4652,749,1691329,9.99,0.056346222,168897,,,,unlabeled
IG0002745,44691,1707,517,1878626,2.5,0.045831368,46915,,,,unlabeled
IG0002746,113231,169,3621,878945,13.31,0.004778456,117021,,,,unlabeled
IG0002747,105476,8168,1870,492328,23.46,0.184836126,115514,,,,unlabeled
IG0002748,119693,7101,2626,468618,27.62,0.121847646,129420,,,,unlabeled
IG0002749,137878,470,278,429436,32.28,0.114103149,138626,,,,unlabeled
IG0002750,31169,6399,2994,135898,29.85,0.316413781,40562,,,,unlabeled
IG0002751,132474,250,4225,191963,71.34,0.173991863,136949,,,,unlabeled
IG0002752,80146,7987,2128,1254650,7.19,0.078029729,90261,,,,unlabeled
IG0002753,45133,8429,1842,41449,133.67,2.01934908,55404,,,,unlabeled
IG0002754,192888,5644,453,1573726,12.64,0.001906304,198985,,,,unlabeled
IG0002755,59430,4798,357,1988543,3.25,0.028261898,64585,,,,unlabeled
IG0002756,134788,1345,4767,1845279,7.64,0.042053261,140900,,,,unlabeled
IG0002757,161786,1814,2943,1985263,8.39,0.006850478,166543,,,,unlabeled
IG0002758,175090,7504,3421,313713,59.29,0.005418966,186015,,,,unlabeled
IG0002759,10367,4009,3157,538448,3.26,0.046986896,17533,,,,unlabeled
IG0002760,180063,4698,1374,914384,20.36,0.095146022,186135,,,,unlabeled
IG0002761,197174,6316,1778,1949371,10.53,0.001282465,205268,,,,unlabeled
IG0002762,31398,5139,1150,1884760,2,0.048228952,37687,,,,unlabeled
IG0002763,185180,5017,356,105269,181.02,0.365729702,190553,,,,unlabeled
IG0002764,196163,7481,3272,1595108,12.97,0.021315171,206916,,,,unlabeled
IG0002765,28491,6438,3983,1032945,3.77,0.014521586,38912,,,,unlabeled
IG0002766,18093,914,2524,1293959,1.66,0.045441934,21531,,,,unlabeled
IG0002767,116015,9581,1374,1058663,11.99,0.070088404,126970,,,,unlabeled
IG0002768,102483,4263,253,208853,51.23,0.047880567,106999,,,,unlabeled
IG0002769,133167,9715,511,1852437,7.74,0.024940119,143393,,,,unlabeled
IG0002770,6422,668,4911,1418991,0.85,0.001409452,12001,,,,unlabeled
IG0002771,102676,8170,1737,814343,13.83,0.066188326,112583,,,,unlabeled
IG0002772,192654,5781,3365,1528188,13.21,0.06079095,201800,,,,unlabeled
IG0002773,75626,4250,3255,500077,16.62,0.13337946,83131,,,,unlabeled
IG0002774,133722,8722,631,215789,66.3,0.105658769,143075,,,,unlabeled
IG0002775,9980,7892,4653,1495061,1.51,0.032774582,22525,,,,unlabeled
IG0002776,96117,8132,4260,684498,15.85,0.044996479,108509,,,,unlabeled
IG0002777,75427,8424,4397,1863933,4.73,0.031760798,88248,,,,unlabeled
IG0002778,54296,5352,4131,19411,328.57,3.194065221,63779,,,,unlabeled
IG0002779,190728,3252,1654,1196885,16.35,0.002422956,195634,,,,unlabeled
IG0002780,177557,3404,3971,1777106,10.41,0.039389884,184932,,,,unlabeled
IG0002781,54335,373,867,1885260,2.95,0.003076499,55575,,,,unlabeled
IG0002782,151125,8673,628,1590374,10.09,0.047158719,160426,,,,unlabeled
IG0002783,13484,6810,1425,1868008,1.16,0.001552456,21719,,,,unlabeled
IG0002784,116174,1162,294,37498,313.7,1.349405302,117630,,,,unlabeled
IG0002785,98810,2998,3599,1073896,9.82,0.035850771,105407,,,,unlabeled
IG0002786,178066,9988,491,1356002,13.9,0.004719757,188545,,,,unlabeled
IG0002787,115126,7231,4890,7991,1592.38,1.426604931,127247,,,,unlabeled
IG0002788,68758,5552,4412,583237,13.5,0.013716551,78722,,,,unlabeled
IG0002789,61056,3183,4320,1006180,6.81,0.092925719,68559,,,,unlabeled
IG0002790,37520,4592,4333,1749583,2.65,0.03503692,46445,,,,unlabeled
IG0002791,162171,190,2598,1362892,12.1,0.065008819,164959,,,,unlabeled
IG0002792,58321,1797,233,918151,6.57,0.020258106,60351,,,,unlabeled
IG0002793,132006,3955,1774,1825095,7.55,0.037203543,137735,,,,unlabeled
IG0002794,99484,9850,688,220293,49.94,0.035407389,110022,,,,unlabeled
IG0002795,57638,6271,3960,1078954,6.29,0.068770309,67869,,,,unlabeled
IG0002796,26177,3683,2641,153259,21.21,0.439778414,32501,,,,unlabeled
IG0002797,169469,9763,957,892831,20.18,0.016128472,180189,,,,unlabeled
IG0002798,59737,3801,536,643327,9.96,0.057979845,64074,,,,unlabeled
IG0002799,44809,7497,2204,1674296,3.26,0.028907672,54510,,,,unlabeled
IG0002800,120965,7797,3007,1860330,7.08,0.034294991,131769,,,,unlabeled
IG0002801,138888,9962,353,1477072,10.1,0.003114269,149203,,,,unlabeled
IG0002802,72072,7995,2973,408876,20.31,0.139406568,83040,,,,unlabeled
IG0002803,701,9643,3487,788923,1.75,0.0685745,13831,,,,unlabeled
IG0002804,57989,1326,2907,1154699,5.39,0.02511477,62222,,,,unlabeled
IG0002805,133848,1029,552,1657346,8.17,0.022264512,135429,,,,unlabeled
IG0002806,81726,8916,632,1069856,8.53,0.050287141,91274,,,,unlabeled
IG0002807,183885,1340,2292,1153310,16.26,0.036243508,187517,,,,unlabeled
IG0002808,195955,1190,1188,830699,23.88,0.018538604,198333,,,,unlabeled
IG0002809,192417,4565,575,817825,24.16,0.006358328,197557,,,,unlabeled
IG0002810,87304,7473,2300,1125540,8.62,0.070810455,97077,,,,unlabeled
IG0002811,72385,2647,202,1143408,6.58,0.083434784,75234,,,,unlabeled
IG0002812,12734,2000,1873,851420,1.95,0.00833901,16607,,,,unlabeled
IG0002813,151288,4982,2629,1724849,9.21,0.053164074,158899,,,,unlabeled
IG0002814,7890,2455,2343,94160,13.47,0.59473237,12688,,,,unlabeled
IG0002815,52496,1830,2797,1160369,4.92,0.047398715,57123,,,,unlabeled
IG0002816,153623,698,1004,1321924,11.75,0.069444234,155325,,,,unlabeled
IG0002817,93083,5947,2771,732355,13.9,0.134361068,101801,,,,unlabeled
IG0002818,157562,1786,1205,695972,23.07,0.002729995,160553,,,,unlabeled
IG0002819,177288,3463,4700,1968576,9.42,0.025551465,185451,,,,unlabeled
IG0002820,3999,6590,4325,683363,2.18,0.02604765,14914,,,,unlabeled
IG0002821,84484,7312,812,1884265,4.91,0.049356115,92608,,,,unlabeled
IG0002822,6351,2248,4144,900615,1.41,0.043192707,12743,,,,unlabeled
IG0002823,11614,6607,3998,29696,74.82,0.218884698,22219,,,,unlabeled
IG0002824,132708,9584,4875,1789002,8.23,0.002571266,147167,,,,unlabeled
IG0002825,165184,3830,225,780169,21.69,0.06883124,169239,,,,unlabeled
IG0002826,22572,4203,1004,544179,5.1,0.047043344,27779,,,,unlabeled
IG0002827,30427,6135,2227,1066944,3.64,0.009841191,38789,,,,unlabeled
IG0002828,13968,111,3859,1941973,0.92,0.021730477,17938,,,,unlabeled
IG0002829,68675,6249,4718,329834,24.15,0.013340044,79642,,,,unlabeled
IG0002830,64133,9875,2032,1646370,4.62,0.02332404,76040,,,,unlabeled
IG0002831,154414,8666,1391,1747472,9.41,0.039600062,164471,,,,unlabeled
IG0002832,30376,6322,324,68271,54.23,0.867132457,37022,,,,unlabeled
IG0002833,52061,3830,4630,1416514,4.27,0.00967163,60521,,,,unlabeled
IG0002834,157932,602,3805,1627135,9.98,0.023046643,162339,,,,unlabeled
IG0002835,123122,3246,2340,1818664,7.08,0.045967809,128708,,,,unlabeled
IG0002836,146420,6315,943,908958,16.91,0.051267495,153678,,,,unlabeled
IG0002837,2150,9576,379,1277832,0.95,0.043980742,12105,,,,unlabeled
IG0002838,202,4244,3227,733017,1.05,0.133011922,7673,,,,unlabeled
IG0002839,43105,2602,4994,1447727,3.5,0.045726853,50701,,,,unlabeled
IG0002840,6498,4403,852,1216989,0.97,0.0687763,11753,,,,unlabeled
IG0002841,68537,1375,1641,1259749,5.68,0.034530688,71553,,,,unlabeled
IG0002842,82487,3048,4495,1166535,7.72,0.043547772,90030,,,,unlabeled
IG0002843,83312,8293,2291,1431132,6.56,0.016979566,93896,,,,unlabeled
IG0002844,92138,251,4197,654901,14.75,0.128721746,96586,,,,unlabeled
IG0002845,59133,7605,2385,1327458,5.21,0.012580436,69123,,,,unlabeled
IG0002846,108022,6041,1410,338449,34.12,0.202689327,115473,,,,unlabeled
IG0002847,21505,7000,1047,57596,51.31,1.401138968,29552,,,,unlabeled
IG0002848,35837,5124,4839,856806,5.35,0.004084939,45800,,,,unlabeled
IG0002849,65413,741,4025,668238,10.5,0.068538455,70179,,,,unlabeled
IG0002850,123059,4898,495,1244494,10.32,0.042828652,128452,,,,unlabeled
IG0002851,179924,3544,4863,1345693,14,0.055510432,188331,,,,unlabeled
IG0002852,21738,8874,1096,1927183,1.65,0.051266538,31708,,,,unlabeled
IG0002853,35286,1258,4368,1262501,3.24,0.068118758,40912,,,,unlabeled
IG0002854,28773,9972,4887,326077,13.38,0.088322697,43632,,,,unlabeled
IG0002855,32118,5743,1448,459688,8.55,0.148143959,39309,,,,unlabeled
IG0002856,138305,7151,2363,1942685,7.61,0.049879419,147819,,,,unlabeled
IG0002857,57712,6944,3223,48207,140.81,1.118094882,67879,,,,unlabeled
IG0002858,196738,3730,1759,732958,27.59,0.129611792,202227,,,,unlabeled
IG0002859,116236,5046,496,614938,19.8,0.117735447,121778,,,,unlabeled
IG0002860,100197,7272,4567,86578,129.4,0.965603271,112036,,,,unlabeled
IG0002861,67263,7230,2794,1518278,5.09,0.025028354,77287,,,,unlabeled
IG0002862,85494,267,3497,1616776,5.52,0.026905397,89258,,,,unlabeled
IG0002863,142778,3615,4327,1535497,9.82,0.051058387,150720,,,,unlabeled
IG0002864,138441,7596,4530,832243,18.09,0.11559124,150567,,,,unlabeled
IG0002865,11707,9820,1682,1089997,2.13,0.009908284,23209,,,,unlabeled
IG0002866,66855,8743,3759,299836,26.47,0.025680705,79357,,,,unlabeled
IG0002867,128719,7517,1506,894321,15.4,0.012747101,137742,,,,unlabeled
IG0002868,51238,5933,1231,1461928,3.99,0.01867397,58402,,,,unlabeled
IG0002869,55599,6218,4624,1416503,4.69,0.036639527,66441,,,,unlabeled
IG0002870,31998,1933,1241,1675864,2.1,0.039263329,35172,,,,unlabeled
IG0002871,37871,8491,4,1353496,3.43,0.020022224,46366,,,,unlabeled
IG0002872,143133,8578,3543,1097335,14.15,0.052581937,155254,,,,unlabeled
IG0002873,18546,4574,3372,1399106,1.89,0.037595436,26492,,,,unlabeled
IG0002874,72832,8121,1884,1316990,6.29,0.04950683,82837,,,,unlabeled
IG0002875,86208,369,3327,781736,11.5,0.050272726,89904,,,,unlabeled
IG0002876,25190,9931,1167,232541,15.6,0.068375039,36288,,,,unlabeled
IG0002877,185598,4836,2802,103183,187.28,0.21999748,193236,,,,unlabeled
IG0002878,59852,1309,1305,892232,7,0.078567009,62466,,,,unlabeled
IG0002879,112736,6860,3489,1916085,6.42,0.009498535,123085,,,,unlabeled
IG0002880,11268,2935,4665,1952138,0.97,0.019004804,18868,,,,unlabeled
IG0002881,123337,5873,2393,1074430,12.25,0.080042441,131603,,,,unlabeled
IG0002882,23218,886,3764,686070,4.06,0.024487297,27868,,,,unlabeled
IG0002883,4890,2292,2984,1965296,0.52,0.037907776,10166,,,,unlabeled
IG0002884,111994,1882,1223,1272993,9.04,0.007698393,115099,,,,unlabeled
IG0002885,178480,8782,4118,1433676,13.35,0.053429087,191380,,,,unlabeled
IG0002886,79324,8696,1112,559065,15.94,0.104638995,89132,,,,unlabeled
IG0002887,149163,7232,1238,133694,117.91,0.676170958,157633,,,,unlabeled
IG0002888,1129,9855,484,1605051,0.71,0.017818748,11468,,,,unlabeled
IG0002889,79417,281,4013,1531737,5.47,0.007050819,83711,,,,unlabeled
IG0002890,26586,2809,733,1276994,2.36,0.016053325,30128,,,,unlabeled
IG0002891,10113,2120,1044,46990,28.25,1.596084273,13277,,,,unlabeled
IG0002892,198971,4771,992,1564448,13.09,0.040014114,204734,,,,unlabeled
IG0002893,10308,5352,2304,624106,2.88,0.065854198,17964,,,,unlabeled
IG0002894,128831,8335,3585,1183853,11.89,0.040545574,140751,,,,unlabeled
IG0002895,183139,9678,2837,685908,28.52,0.135586697,195654,,,,unlabeled
IG0002896,39259,5632,1586,678425,6.85,0.019751631,46477,,,,unlabeled
IG0002897,88477,2531,4980,1396831,6.87,0.034005545,95988,,,,unlabeled
IG0002898,186424,1967,91,842139,22.38,0.044766957,188482,,,,unlabeled
IG0002899,184911,8537,315,713313,27.16,0.032804673,193763,,,,unlabeled
IG0002900,78423,7153,3176,347309,25.55,0.225735584,88752,,,,unlabeled
IG0002901,113893,5195,1133,508040,23.66,0.182269113,120221,,,,unlabeled
IG0002902,77220,4228,1604,1921286,4.32,0.034299943,83052,,,,unlabeled
IG0002903,104,956,3841,461393,1.06,0.083009495,4901,,,,unlabeled
IG0002904,69236,8266,3225,520634,15.51,0.161341749,80727,,,,unlabeled
IG0002905,112053,6090,4350,1648836,7.43,0.022925264,122493,,,,unlabeled
IG0002906,39953,8216,2713,57418,88.62,1.32885158,50882,,,,unlabeled
